[2026-04-20 23:51:21] info: 	z2m: Logging to console, file (filename: log.log)
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sevi Schreibtisch links/availability', payload '{"state":"offline"}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sevi Nachttisch/availability', payload '{"state":"online"}'
[2026-04-20 23:51:23] info: 	z2m: Started frontend on port 8099
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Schreibtischleuchte', payload '{"brightness":159,"color_mode":"color_temp","color_temp":370,"color_temp_startup":370,"effect":null,"linkquality":18,"power_on_behavior":null,"state":"OFF"}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Deckenleuchte Wohnzimmer', payload '{"brightness":254,"color_mode":"color_temp","color_temp":153,"color_temp_startup":300,"effect":null,"linkquality":72,"power_on_behavior":null,"state":"OFF"}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Go Box rechts', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":96,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Iris Box Links', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":63,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Stehlampe', payload '{"brightness":159,"color":{"x":0.4577,"y":0.41},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":66,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16781312,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0129-01000D06-Light-EFR32MG26.zigbee","latest_version":16780550,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Aurelle Decke', payload '{"brightness":209,"color_mode":"color_temp","color_temp":381,"effect":null,"linkquality":24,"power_on_behavior":"off","state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Lightstrip Fenster', payload '{"brightness":159,"color":{"x":0.4577,"y":0.41},"color_mode":"xy","color_temp":367,"color_temp_startup":294,"effect":null,"linkquality":18,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Devote Decke Herrenbad', payload '{"brightness":224,"color":{"x":0.3529,"y":0.3623},"color_mode":"xy","color_temp":210,"effect":null,"linkquality":93,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sevi Schreibtisch rechts', payload '{"brightness":122,"color":{"h":238,"hue":238,"s":100,"saturation":100,"x":0.136,"y":0.055},"color_mode":"xy","color_temp":500,"effect":null,"linkquality":27,"power_on_behavior":"previous","state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara FP300', payload '{"absence_delay_timer":50,"ai_interference_source_selfidentification":null,"ai_sensitivity_adaptive":"ON","battery":100,"detection_range":16777215,"detection_range_composite":{"detection_range_0":true,"detection_range_1":true,"detection_range_10":true,"detection_range_11":true,"detection_range_12":true,"detection_range_13":true,"detection_range_14":true,"detection_range_15":true,"detection_range_16":true,"detection_range_17":true,"detection_range_18":true,"detection_range_19":true,"detection_range_2":true,"detection_range_20":true,"detection_range_21":true,"detection_range_22":true,"detection_range_23":true,"detection_range_3":true,"detection_range_4":true,"detection_range_5":true,"detection_range_6":true,"detection_range_7":true,"detection_range_8":true,"detection_range_9":true},"detection_range_prefix":768,"humidity":39.34,"humidity_report_mode":"threshold and interval","humidity_reporting_interval":3600,"humidity_reporting_threshold":15,"identify":null,"illuminance":1,"led_disabled_night":false,"light_report_mode":"threshold and interval","light_reporting_interval":3600,"light_reporting_threshold":15,"light_sampling":"low","light_sampling_period":10,"linkquality":33,"motion_sensitivity":"medium","pir_detection":false,"pir_detection_interval":30,"power_outage_count":0,"presence":false,"presence_detection_options":"both","restart_device":null,"schedule_end_time":"09:00","schedule_start_time":"21:00","schedule_time_raw":589845,"spatial_learning":null,"target_distance":null,"temp_and_humidity_sampling":"low","temp_and_humidity_sampling_period":600,"temp_reporting_interval":3600,"temp_reporting_mode":"threshold and interval","temp_reporting_threshold":1,"temperature":21.71,"track_target_distance":null,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":3033}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara FP300/sampling', payload '{"light":10,"temp_and_humidity":600}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Wandleuchte Studio', payload '{"brightness":242,"color":{"x":0.4599,"y":0.4106},"color_mode":"color_temp","color_options":{},"color_temp":370,"effect":null,"identify":null,"level_config":{"current_level_startup":"previous","on_level":"previous"},"linkquality":54,"power_on_behavior":"off","state":"ON","update":{"installed_version":16777268,"latest_release_notes":"https://ww8.ikea.com/ikeahomesmart/releasenotes/releasenotes.html","latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/IKEA/zingo-jetstrom-cws_release_prod_v16777268_023f19b9-f55b-4c94-a3fe-00c97755eb78.ota","latest_version":16777268,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara FP300/sampling_period', payload '{"light":10,"temp_and_humidity":600}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara FP300/reporting_interval', payload '{"humidity":3600,"light":3600,"temp":3600}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sevi Schreibtisch links', payload '{"brightness":127,"color":{"x":0.136,"y":0.055},"color_mode":"xy","effect":null,"linkquality":42,"power_on_behavior":"previous","state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara FP300/reporting_threshold', payload '{"humidity":15,"light":15,"temp":1}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sevi Nachttisch', payload '{"brightness":129,"color":{"x":0.136,"y":0.051},"color_mode":"xy","color_temp":500,"effect":null,"linkquality":66,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:51:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Aqara FP300/report_mode', payload '{"humidity":"threshold and interval","light":"threshold and interval"}'
[2026-04-20 23:51:23] info: 	z2m: Zigbee2MQTT started!
[2026-04-20 23:51:24] warning: 	z2m: Failed to ping 'Deckenleuchte Wohnzimmer' (attempt 1/1, ZCL command 0xd53e0211e00bfdb0/1 genBasic.read(["zclVersion"], {"timeout":10000,"disableResponse":false,"disableRecovery":true,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false,"sendPolicy":"immediate"}) failed (Data request failed with error: 'NWK_NO_ROUTE' (0xcd)))
[2026-04-20 23:51:26] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Go Box rechts/availability', payload '{"state":"online"}'
[2026-04-20 23:51:28] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x00124b0026b88790/connection_state/config', payload '{"default_entity_id":"binary_sensor.zigbee2mqtt_bridge_connection_state","device":{"hw_version":"ZStack3x0 20210708","identifiers":["zigbee2mqtt_bridge_0x00124b0026b88790"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.9.2"},"device_class":"connectivity","entity_category":"diagnostic","name":"Connection state","object_id":"zigbee2mqtt_bridge_connection_state","origin":{"name":"Zigbee2MQTT","sw":"2.9.2","url":"https://www.zigbee2mqtt.io"},"payload_off":"offline","payload_on":"online","state_topic":"zigbee2mqtt/bridge/state","unique_id":"bridge_0x00124b0026b88790_connection_state_zigbee2mqtt","value_template":"{{ value_json.state }}"}'
[2026-04-20 23:51:28] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Go Box rechts', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":96,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:51:28] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Iris Box Links/availability', payload '{"state":"online"}'
[2026-04-20 23:51:29] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sevi Nachttisch', payload '{"brightness":129,"color":{"x":0.136,"y":0.051},"color_mode":"xy","color_temp":500,"effect":null,"linkquality":99,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:51:30] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Iris Box Links', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":63,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:51:30] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Stehlampe/availability', payload '{"state":"online"}'
[2026-04-20 23:51:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Stehlampe', payload '{"brightness":159,"color":{"x":0.4577,"y":0.41},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":63,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16781312,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0129-01000D06-Light-EFR32MG26.zigbee","latest_version":16780550,"state":"idle"}}'
[2026-04-20 23:51:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Aurelle Decke/availability', payload '{"state":"online"}'
[2026-04-20 23:51:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Aurelle Decke', payload '{"brightness":209,"color_mode":"color_temp","color_temp":381,"effect":null,"linkquality":63,"power_on_behavior":"off","state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:51:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Lightstrip Fenster/availability', payload '{"state":"online"}'
[2026-04-20 23:51:37] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Lightstrip Fenster', payload '{"brightness":159,"color":{"x":0.4577,"y":0.41},"color_mode":"xy","color_temp":367,"color_temp_startup":294,"effect":null,"linkquality":30,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:51:37] warning: 	z2m: Failed to ping 'Wandleuchte Studio' (attempt 1/1, ZCL command 0x781c9dfffe77c62a/1 genBasic.read(["zclVersion"], {"timeout":10000,"disableResponse":false,"disableRecovery":true,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false,"sendPolicy":"immediate"}) failed (Data request failed with error: 'NWK_NO_ROUTE' (0xcd)))
[2026-04-20 23:51:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sevi Schreibtisch links/availability', payload '{"state":"online"}'
[2026-04-20 23:51:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Sevi Schreibtisch links', payload '{"brightness":127,"color":{"x":0.136,"y":0.055},"color_mode":"xy","effect":null,"linkquality":99,"power_on_behavior":"previous","state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:52:00] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Aurelle Decke', payload '{"brightness":209,"color_mode":"color_temp","color_temp":381,"effect":null,"linkquality":63,"power_on_behavior":"off","state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:52:00] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Go Box rechts', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":99,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:52:00] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Iris Box Links', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":63,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:52:00] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Schreibtischleuchte', payload '{"brightness":159,"color_mode":"color_temp","color_temp":370,"color_temp_startup":370,"effect":null,"linkquality":96,"power_on_behavior":null,"state":"OFF"}'
[2026-04-20 23:52:00] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Lightstrip Fenster', payload '{"brightness":159,"color":{"x":0.4577,"y":0.41},"color_mode":"xy","color_temp":367,"color_temp_startup":294,"effect":null,"linkquality":33,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:52:00] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Stehlampe', payload '{"brightness":159,"color":{"x":0.4577,"y":0.41},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":63,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16781312,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0129-01000D06-Light-EFR32MG26.zigbee","latest_version":16780550,"state":"idle"}}'
[2026-04-20 23:53:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Schreibtischleuchte', payload '{"brightness":159,"color_mode":"color_temp","color_temp":370,"color_temp_startup":370,"effect":null,"linkquality":99,"power_on_behavior":null,"state":"OFF"}'
[2026-04-20 23:53:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Lightstrip Fenster', payload '{"brightness":159,"color":{"x":0.4577,"y":0.41},"color_mode":"xy","color_temp":367,"color_temp_startup":294,"effect":null,"linkquality":33,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:53:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Stehlampe', payload '{"brightness":159,"color":{"x":0.4577,"y":0.41},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":63,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16781312,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0129-01000D06-Light-EFR32MG26.zigbee","latest_version":16780550,"state":"idle"}}'
[2026-04-20 23:53:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Aurelle Decke', payload '{"brightness":209,"color_mode":"color_temp","color_temp":381,"effect":null,"linkquality":63,"power_on_behavior":"off","state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:53:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Go Box rechts', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":99,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:53:32] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Iris Box Links', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":63,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:54:00] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Aurelle Decke', payload '{"brightness":209,"color_mode":"color_temp","color_temp":381,"effect":null,"linkquality":63,"power_on_behavior":"off","state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
[2026-04-20 23:54:00] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Go Box rechts', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":99,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786690,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-0120-01002502-ConfLightBLE-PortableV3-EFR32MG21.zigbee","latest_version":16786690,"state":"idle"}}'
[2026-04-20 23:54:00] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue Iris Box Links', payload '{"brightness":209,"color":{"x":0.4576,"y":0.4099},"color_mode":"xy","color_temp":367,"effect":null,"linkquality":66,"power_on_behavior":null,"state":"OFF","update":{"installed_version":16786948,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/100B-011F-01002602-ConfLightBLE-ModuLumV3-EFR32MG21.zigbee","latest_version":16786946,"state":"idle"}}'
